id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
3049,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",localização,1,87,98,serviço,1
3050,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",cidade,0,382,388,hotel,1
3051,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",localização,1,41,52,localização,1
3052,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",hotel,0,22,27,reserva,-1
3053,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",hotel,0,2,7,localização,1
3054,"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados. No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado. O atendimento foi gentil e correto. A localização é excelente.",localização,1,310,321,preço,-1
3055,"Fiquei muito satisfeita com o hotel. A localização e perfeita, café da manha bom, internet no quarto o que e um diferencial em NY, chegamos bem antes do horário do check in e nos deixaram ir para o quarto. Pra quem vai para NY para passear bastante e só vai usar o quarto para descanso e perfeito. Com certeza me hospedaria novamente.",localização,1,39,50,hotel,1
3056,"Ele não fica na Strip, mas lado a lado com Aria e Bellagio. Então, é silencioso, limpo, confortável. O serviço, é um dos melhores em hotel, que já tive a oportunidade de conhecer. Manobrista e internet free. Quarto lindo, tudo digital, desde a persiana até a solicitação de serviço de quarto. Pra completar, checkout via monitor (tv). Voltando a Las Vegas, seria uma ótima opção!",tv,0,330,332,Strip,-1
3057,"Pertinho do metro, com um breakfast impecável, com produtos de qualidade e saborosos. O quarto terrivelmente pequeno e desajeitado, difícil para se tomar banho devido ao tamanho. Ótima recepção. O custo-benefício compensou, dentro dos padrões da hotelaria parisiense. Recomendo!  Room Tip: Atente-se para a metragem do ap, procure um com tamanho razoável.",recepção,1,185,193,metro,1
3058,"O check in do hotel mais parece fila de aeroporto em véspera de feriado. O serviço também deixou a desejar - a reserva feita via hotels.com foi inclusive desprezada (o hotel fez a cobrança integral no cartão de crédito e o tal do café da manhã incluído era algum devaneio de César!!!). Enfim, para quem for conhecer Las Vegas a dica é se hospedar no Staybrigde Suites, que oferece preço justo, bom café da manhã, quartos superconfortáveis e pessoal preparado.",aeroporto,0,40,49,check in,-1
3059,"Hotel simples e, como tudo em Paris, com selo histórico. Você pode ate não ser muito bom de redação, mas se sentirá mais próximo da literatura hospedando-se onde Gabriel Garcia Marques escreveu uma de suas grandes obras. Quartos e banheiros tamanho PP, mas limpeza e atenciosidade dos funcionários tamanho G!",quarto,-1,221,227,Hotel,-1
3060,"Reserva pela Internet muito rápida e sem complicações! A opção de confiar no cliente e não ter que pagar nada na reserva é fantástica!  Excelente localização;  Atendentes na recepção muito solícitos que auxiliaram na reserva do táxi, instruções e auxílio para guardar a mala;  Hotel limpo e moderno!  Para Paris, uma boa relação de preço e qualidade.",recepção,1,174,182,reserva,1
3061,"Quarto muito pequeno, porém a cama é confortável. A casa de banho é antiga e também bastante pequena. A limpeza razoável. O atendimento é interessante, simpática recepção (há uma funcionária brasileira que fala português). Não experimentámos o pequeno-almoço. A localização é talvez o ponto mais positivo do hotel: perto da estação Dupleix e a uma caminhada de 10 minutos da Torre Eiffel. Uma excelente opção para quem quer visitar Paris e ficar num sítio sem luxos, mas confortável.",atendimento,1,124,135,quarto,-1
3062,"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas. O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...",cama,1,358,362,custoxbenefício,1
3063,"O atendimento é razoável, achei a estrutura um pouco ruim (as fotos do site enganam) e o ar condicionado quente não funcionava. Quanta ao serviço de lavanderia, achei meio desorganizado, pegaram minha toalha por engano para lavar, alegaram não ter como encontrá-la e me ofereceram uma do hotel... Pontos positivos: bem localizado, ótimo café da manhã, água quente no chuveiro (na pia, não), wi-fi no quarto e dava pra usar o telefone pra pedir delivery, sem pagar uma taxa muito cara.",atendimento,1,2,13,atendimento,-1
3064,"Eu tive uma ótima estadia em Pavillon Saint Louis Bastille. O hotel foi recentemente renovado e munto bem conservado, o meu quarto estava muto bem limpo e com uma bandeja de hospitalidade para o chá / cafè e WI-FI gratis. O pequeno almoço era muto bom e eu apreciei o serviço de transporte para o aeroporto (a um preço razoável).",quarto,1,124,130,estadia,1
3065,"Hotel muito bem localizado.Quartos muito bons,todo hotel muito bonito.Porém o melhor foi o atendimento muito especial que recebemos de todos,tinhamos sempre uma atenção prestativa, eficaz e agradável de todos.Sempre alguém estava preocupado como estava nossa estadia no hotel e nossa visita por Nova York.Muito agradecido à todos.Elevadores muito eficientes,limpeza muito boa.Rcomendo",atendimento,1,91,102,localização,1
3066,"Apesar de os preços de hotéis em NYC serem bem mais salgados que em algum outro lugares do país, e a minha visita á cidade aconteceu no meio de semana de moda, e vários outros congressos, o hotel atendeu todas as minhas necessidades. Tem um bom café da manhã, máquinhas de refrigerantes no andares. O quarto é pequeno, porém é super climatizado e clean. ;)  A localização é ótima! Fica entre a 8th e a 39th. A cinco quadras da Times Square!!",localização,1,360,371,preços,-1
3067,Adorei a estadia. Porto Alegre foi sensacional. Os recepcionistas ajudaram muito. Local ideal para quem vai resolver assuntos ou mesmo para turistas. A localização achei muito boa... bem localizado no centro comercial da cidade... pode fazer umas comprinhas e encontrar produtos bem em conta além de ir andando para o evento.. possui restaurante próximo e a estrutura física do hotel está em reforma... os funcionários bem receptivos.... o elevador funcionando normalmente.,elevador,1,440,448,estadia,1
3068,"Ficamos hospedados por 3 noites com nossos filhos (07 e 02 anos), do dia 13.12.12 a 16.12.12. Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos. Metrô ao lado e uma farmácia (Duane Reade) na esquina aberta 24hs, que vende quase de tudo. Para viagem com crianças este hotel é ótima opção.  Room Tip: Ficamos no 29 andar, não há barulho e também não tivemos problemas com os elevadores que funcionavam...",café da manhã,1,167,180,localização,1
3069,"Os funcionarios do hotel sao muito simpaticos,a localização otima, tenho a lamentar apenas que nenhum quarto possui minibar conforme é informado por este site e também há quartos estremamente pequenos no qual ficamos no primeiro dia, sendo trocado no segundo dia por um outro melhor. Ressalto o otimo atendimento pelos funcionarios.",quarto,-1,102,108,funcionários,1
3070,"Toda noite rola um som ao vivo no lobby. Å primeira vista parece confuso, mas empresta um clima alegre a sua estadia. Sabendo disso já pedimos na reserva um andar alto e não tivemos problema com barulho.  A localização é boa, perto das coisas e sem aquela multidão de turistas. O hotel é bonito e limpo, cama ótima, tudo funcionou bem. Ficaria lá novamente.",turista,0,268,275,som ao vivo,1
3071,"O hotel é simples. Bom para curtas estadias. Serviço de quarto não vale a pena, os pratos são congelados e pouco saborosos. Alguns restaurantes próximos com melhor custo benefício.Sempre fui bem atendido aqui.",serviço,-1,45,52,hotel,-1
3072,"Boa localização.Quarto bom, reformado.banheiro antigo, mal conservado, ruim.Café da manhã okAtendimento sem reclamações, exceto de um dia que não foi reposto água no frigobar porque eles não tinham em estoque.Custo beneficio: vale a pena",quarto,1,16,22,localização,1
3073,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",recepção,1,243,251,quartos,-1
3074,"Os pontos fortes são ótima localização e atendimento em português pela maioria dos recepcionista. O que desagradou foi o box do chuveiro que, no nosso quarto, era realmente muito pequeno e com cortinas de plástico, ao limite de tornar difícil um banho sem molhar todo o banheiro. Recomendo para brasileiros e sem dúvida retornaria pelas facilidades de locomoção e comunicação.",localização,1,27,38,localização,1
3075,"Ótima localização, perto de vários pontos turísticos, como Empire State Building, Rockfeller Center, Broadway, Times Square, Grand Central Terminal, tudo isso a pé. O hotel fica próximo de farmácias e locais para lanches, em plena 6ª Avenida (Avenue of the Americas). Acomodações excelentes, quarto amplo, cama muito confortável, pequena cozinha, com geladeira, lava-louças e louças e talheres básicos. Café da manhã muito bom! Aceita pets!",café da manhã,1,403,416,localização,1
3076,"O hotel é charmoso e aconchegante. Tem um ótimo café da manhã e um bom atendimento. Apenas os garçons do restaurante que se atrapalham qdo não falamos em francês. A localização é perfeita, apenas uma quadra da Champs Elysses, sendo possível fazer todas as compras caminhando. Do Arco do Triunfo a maravilhosa roda gigante tudo se torna perto. Recomendo o hotel, nota 10!!!",café da manhã,1,48,61,charmoso,1
3077,"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",recepção,1,56,64,fotos,-1
3078,"O hotel tem valor acessível levando-se em conta sua localização, a poucos passos do Arco do Triunfo.    Os funcionários foram bem atenciosos e prestativos todos os dias.    Os quartos são bons e limpos. Wi-fi pegava muito bem.    O café da manhã achei fraco, podia ter um pouco mais de variedade. De queijo, por exemplo, só havia um tipo, o que na França é pouco na minha opinião.",café da manhã,-1,232,245,preço acessível,1
3079,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",café da manhã,1,189,202,simple,-1
