,comentario,aspecto_llm,polaridade_llm
28761,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",estrutura,1
28762,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",preço,1
28763,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",aeroporto,-1
28764,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",cassinos,-1
28765,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",onibus,-1
28766,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",outlets,-1
28767,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",cidade,-1
28768,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",recomendo,1
28769,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",localização,1
28770,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",novinho,1
28771,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",limpo,1
28772,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",sistema de ar central,-1
28773,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",calor,-1
28774,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",abafado,-1
28775,"Fui no início do mês de junho de 2011. A localização é maravilhosa, tudo é novinho, perfeitamente limpo, porém o sistema de ar central no funcionava, o calor era absurdo a noite, não havia como abrir a janela e passamos 3 noites em um quarto abafado, onde dormir era quase impossível! Perdeu muitos pontos por isso!  Room Tip: Confira antes essa história do ar...principalmente se você for no verão!",dormir,-1
28776,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",reserva,-1
28777,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",quartos reservados,-1
28778,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",homens,-1
28779,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",mulher,-1
28780,"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",mudança de hotel,1
28781,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",localização,1
28782,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",ar-condicionado,1
28783,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",cama,1
28784,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",banheiro,-1
28785,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",café-da-manhã,1
28786,"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados. No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado. O atendimento foi gentil e correto. A localização é excelente.",preço,-1
28787,"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados. No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado. O atendimento foi gentil e correto. A localização é excelente.",hotel,-1
28788,"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados. No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado. O atendimento foi gentil e correto. A localização é excelente.",corredores,-1
